# IMPORTED AT store b0c39d78 -> 340a7a32 (branch claude/store-identity-job-v2-9-kuers3, 2026-07-13, item 20 store-identity job); NOT A SOURCE — do not read as current. The store (engine/rl_after/rl_model_data.json) is the SOLE carrier of every club, ID and eligibility. Raw pre-normalization eligibilities + legacy_afl_club are preserved HERE for recovery only. SSI: stamped, read-only, disposable.
source_row,stable_player_id,legacy_key,player_name,affl_team,eligibilities,legacy_name,legacy_afl_club,legacy_eligibilities,identity_evidence_json
637,afl-player-v1-ce576813a5ba90f27db6,josaia-delana,Josaia Delana,St Kilda Saints,G-FWD,Josaia Delana,GWS,G-FWD,"{""birth_date"":""2006-07-01"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2024,""legacy_key"":""josaia-delana""}"
633,afl-player-v1-59002dc8321ccdf21bfa,joseph-fonti,Joseph Fonti,St Kilda Saints,G-DEF,Joseph Fonti,GWS,G-DEF,"{""birth_date"":""2004-12-24"",""birth_year"":2004,""draft_pick"":44,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""joseph-fonti""}"
185,afl-player-v1-fcb11713300f463bd31a,josh-battle,Josh Battle,West Coast Eagles,"G-DEF,K-DEF",Josh Battle,St Kilda,K-DEF,"{""birth_date"":""1998-09-01"",""birth_year"":1998,""draft_pick"":39,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""josh-battle""}"
90,afl-player-v1-d246c05d619c36492dce,josh-daicos,Josh Daicos,Brisbane Lions,G-DEF,Josh Daicos,Collingwood,G-DEF,"{""birth_date"":""1998-11-26"",""birth_year"":1998,""draft_pick"":57,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""josh-daicos""}"
401,afl-player-v1-44e38609bc728a39c7cb,josh-dolan,Josh Dolan,Hawthorn Hawks,G-FWD,Josh Dolan,Western Bulldogs,G-FWD,"{""birth_date"":""2006-11-11"",""birth_year"":2006,""draft_pick"":31,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""josh-dolan""}"
197,afl-player-v1-f24afe9ae1de1cfd811f,josh-draper,Josh Draper,Essendon Bombers,"G-DEF,K-DEF",Josh Draper,Fremantle,K-DEF,"{""birth_date"":""2004-02-08"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2022,""legacy_key"":""josh-draper""}"
363,afl-player-v1-93e4a53a9859611bd616,josh-dunkley,Josh Dunkley,Geelong Cats,MID,Josh Dunkley,Brisbane,MID,"{""birth_date"":""1997-01-09"",""birth_year"":1997,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""josh-dunkley""}"
770,afl-player-v1-cc43e28819683f5743fa,josh-gibcus,Josh Gibcus,Carlton Blues,"G-DEF,K-DEF",Josh Gibcus,Richmond,K-DEF,"{""birth_date"":""2003-04-04"",""birth_year"":2003,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""josh-gibcus""}"
433,afl-player-v1-59d17c24985ebc3eea8b,josh-goater,Josh Goater,Hawthorn Hawks,G-DEF,Josh Goater,North Melbourne,G-DEF,"{""birth_date"":""2003-06-02"",""birth_year"":2003,""draft_pick"":22,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""josh-goater""}"
347,afl-player-v1-48fb2da2b909a8256894,josh-lai,Josh Lai,Fremantle Dockers,"MID,G-DEF",Josh Lai,Port Adelaide,G-DEF,"{""birth_date"":""2005-10-01"",""birth_year"":2005,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2024,""legacy_key"":""josh-lai""}"
661,afl-player-v1-527601186c70f68adedc,josh-lindsay,Josh Lindsay,St Kilda Saints,G-DEF,Josh Lindsay,West Coast,G-DEF,"{""birth_date"":""2007-04-07"",""birth_year"":2007,""draft_pick"":19,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""josh-lindsay""}"
316,afl-player-v1-d7dc302f0061f9c3a6a3,josh-rachele,Josh Rachele,Fremantle Dockers,"G-FWD,MID",Josh Rachele,Adelaide,G-FWD,"{""birth_date"":""2003-04-11"",""birth_year"":2003,""draft_pick"":6,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""josh-rachele""}"
187,afl-player-v1-2c24e6846a509ffa12da,josh-sinn,Josh Sinn,Essendon Bombers,G-DEF,Josh Sinn,Port Adelaide,G-DEF,"{""birth_date"":""2003-01-07"",""birth_year"":2003,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""josh-sinn""}"
131,afl-player-v1-24f687ff17ab96929229,josh-smillie,Josh Smillie,Carlton Blues,MID,Josh Smillie,Richmond,MID,"{""birth_date"":""2006-05-17"",""birth_year"":2006,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""josh-smillie""}"
742,afl-player-v1-401083e67cc655ae73fb,josh-treacy,Josh Treacy,West Coast Eagles,"G-FWD,K-FWD",Josh Treacy,Fremantle,K-FWD,"{""birth_date"":""2002-08-04"",""birth_year"":2002,""draft_pick"":5,""draft_type"":""RD"",""draft_year"":2020,""legacy_key"":""josh-treacy""}"
195,afl-player-v1-a8c15dd580fe0f3312b6,josh-ward,Josh Ward,Essendon Bombers,MID,Josh Ward,Hawthorn,MID,"{""birth_date"":""2003-08-15"",""birth_year"":2003,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""josh-ward""}"
726,afl-player-v1-248c051e7df555f47a45,josh-worrell,Josh Worrell,West Coast Eagles,G-DEF,Josh Worrell,Adelaide,G-DEF,"{""birth_date"":""2001-04-11"",""birth_year"":2001,""draft_pick"":28,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""josh-worrell""}"
8,afl-player-v1-29620638cdab9bcb2a83,joshua-kelly,Joshua Kelly,Adelaide Crows,MID,Joshua Kelly,GWS,MID,"{""birth_date"":""1995-02-12"",""birth_year"":1995,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""joshua-kelly""}"
578,afl-player-v1-d4e9bfd1ee9ae1c72370,joshua-weddle,Joshua Weddle,Richmond Tigers,"G-DEF,MID",Joshua Weddle,Hawthorn,G-DEF,"{""birth_date"":""2004-05-25"",""birth_year"":2004,""draft_pick"":18,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""joshua-weddle""}"
592,afl-player-v1-1ae7e43e112521438bbe,judd-mcvee,Judd McVee,Richmond Tigers,G-DEF,Judd McVee,Fremantle,G-DEF,"{""birth_date"":""2003-08-07"",""birth_year"":2003,""draft_pick"":11,""draft_type"":""RD"",""draft_year"":2021,""legacy_key"":""judd-mcvee""}"
176,afl-player-v1-97d5d23540957cbe93f3,judson-clarke,Judson Clarke,Collingwood Magpies,G-FWD,Judson Clarke,Richmond,G-FWD,"{""birth_date"":""2003-10-17"",""birth_year"":2003,""draft_pick"":30,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""judson-clarke""}"
136,afl-player-v1-3651e562d369a0c13ec4,justin-mcinerney,Justin McInerney,Carlton Blues,"MID,G-FWD",Justin McInerney,Sydney,MID,"{""birth_date"":""2000-08-18"",""birth_year"":2000,""draft_pick"":44,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""justin-mcinerney""}"
253,afl-player-v1-817e9e2a5551e5eeebe2,jy-farrar,Jy Farrar,Free agents,"K-FWD,G-FWD",Jy Farrar,Gold Coast,K-FWD,"{""birth_date"":""1996-12-07"",""birth_year"":1996,""draft_pick"":60,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""jy-farrar""}"
139,afl-player-v1-572eab5dc72e3289b808,jy-simpkin,Jy Simpkin,Collingwood Magpies,"MID,G-FWD",Jy Simpkin,North Melbourne,MID,"{""birth_date"":""1998-03-05"",""birth_year"":1998,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""jy-simpkin""}"
180,afl-player-v1-aab7f573ab4711511c48,jye-amiss,Jye Amiss,Collingwood Magpies,"G-FWD,K-FWD",Jye Amiss,Fremantle,K-FWD,"{""birth_date"":""2003-07-31"",""birth_year"":2003,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jye-amiss""}"
46,afl-player-v1-12db94dd106d8c37bd22,jye-caldwell,Jye Caldwell,Brisbane Lions,MID,Jye Caldwell,Essendon,MID,"{""birth_date"":""2000-09-28"",""birth_year"":2000,""draft_pick"":11,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""jye-caldwell""}"
80,afl-player-v1-87c66ca32aae205ac1ce,kade-chandler,Kade Chandler,Western Bulldogs,G-FWD,Kade Chandler,Melbourne,G-FWD,"{""birth_date"":""2000-01-13"",""birth_year"":2000,""draft_pick"":11,""draft_type"":""RD"",""draft_year"":2018,""legacy_key"":""kade-chandler""}"
151,afl-player-v1-6b568799ebc4bf88eb36,kai-lohmann,Kai Lohmann,Collingwood Magpies,G-FWD,Kai Lohmann,Brisbane,G-FWD,"{""birth_date"":""2003-05-06"",""birth_year"":2003,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""kai-lohmann""}"
746,afl-player-v1-3fa9040b66b98c844502,kalani-white,Kalani White,Essendon Bombers,"RUCK,G-FWD,K-FWD",Kalani White,Melbourne,K-FWD,"{""birth_date"":""2007-05-05"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2025,""legacy_key"":""kalani-white""}"
290,afl-player-v1-795949415910bcec10bd,kaleb-smith,Kaleb Smith,Free agents,G-DEF,Kaleb Smith,Richmond,G-DEF,"{""birth_date"":""2004-11-20"",""birth_year"":2004,""draft_pick"":49,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""kaleb-smith""}"
741,afl-player-v1-286f534d3d1cc573c098,kane-farrell,Kane Farrell,Essendon Bombers,G-DEF,Kane Farrell,Port Adelaide,G-DEF,"{""birth_date"":""1999-03-17"",""birth_year"":1999,""draft_pick"":51,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""kane-farrell""}"
133,afl-player-v1-e1a1f6f52497c7936b03,kane-mcauliffe,Kane McAuliffe,Carlton Blues,MID,Kane McAuliffe,Richmond,MID,"{""birth_date"":""2005-03-01"",""birth_year"":2005,""draft_pick"":40,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""kane-mcauliffe""}"
642,afl-player-v1-3187acc6533265eee936,karl-amon,Karl Amon,St Kilda Saints,G-DEF,Karl Amon,Hawthorn,G-DEF,"{""birth_date"":""1995-08-19"",""birth_year"":1995,""draft_pick"":59,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""karl-amon""}"
503,afl-player-v1-5935f9e7d1d2e5bc6004,karl-worner,Karl Worner,North Melbourne Kangaroos,G-DEF,Karl Worner,Fremantle,G-DEF,"{""birth_date"":""2002-06-16"",""birth_year"":2002,""draft_pick"":5,""draft_type"":""RD"",""draft_year"":2021,""legacy_key"":""karl-worner""}"
312,afl-player-v1-207f960a5e53d1f28d1a,kayle-gerreyn,Kayle Gerreyn,Fremantle Dockers,RUCK,Kayle Gerreyn,Essendon,K-FWD,"{""birth_date"":""2006-05-10"",""birth_year"":2006,""draft_pick"":37,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""kayle-gerreyn""}"
450,afl-player-v1-a38daae79d1b591ef623,keidean-coleman,Keidean Coleman,Melbourne Demons,G-DEF,Keidean Coleman,Brisbane,G-DEF,"{""birth_date"":""2000-03-31"",""birth_year"":2000,""draft_pick"":37,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""keidean-coleman""}"
276,afl-player-v1-21df79235229950b18dc,keighton-matofai-forbes,Keighton Matofai-Forbes,Free agents,"G-FWD,G-DEF",Keighton Matofai-Forbes,Geelong,G-DEF,"{""birth_date"":""2006-02-02"",""birth_year"":2006,""draft_pick"":69,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""keighton-matofai-forbes""}"
14,afl-player-v1-deef4fc4d61618986f7c,kieren-briggs,Kieren Briggs,Adelaide Crows,RUCK,Kieren Briggs,GWS,RUCK,"{""birth_date"":""1999-10-06"",""birth_year"":1999,""draft_pick"":34,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""kieren-briggs""}"
436,afl-player-v1-c4d9086a24b07776bf5c,kobe-mcdonald,Kobe McDonald,Hawthorn Hawks,G-DEF,Kobe McDonald,St Kilda,G-DEF,"{""birth_date"":""2007-12-08"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2025,""legacy_key"":""kobe-mcdonald""}"
103,afl-player-v1-0fa22cd878479f034b34,koby-coulson,Koby Coulson,Carlton Blues,MID,Koby Coulson,Gold Coast,MID,"{""birth_date"":""2007-07-31"",""birth_year"":2007,""draft_pick"":46,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""koby-coulson""}"
229,afl-player-v1-baed67cf85334ee2b9d8,koby-evans,Koby Evans,Free agents,MID,Koby Evans,Brisbane,G-FWD,"{""birth_date"":""2007-09-08"",""birth_year"":2007,""draft_pick"":38,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""koby-evans""}"
142,afl-player-v1-b2c51a63fc373bb833ac,koltyn-tholstrup,Koltyn Tholstrup,Collingwood Magpies,"G-FWD,G-DEF",Koltyn Tholstrup,Melbourne,G-DEF,"{""birth_date"":""2005-06-28"",""birth_year"":2005,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""koltyn-tholstrup""}"
117,afl-player-v1-a224d4377faae8f072fe,kye-annand,Kye Annand,Carlton Blues,"K-DEF,G-DEF",Kye Annand,Richmond,K-DEF,"{""birth_date"":""2003-10-14"",""birth_year"":2003,""draft_pick"":2,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""kye-annand""}"
429,afl-player-v1-e96690ef130d34b1cb13,kye-fincher,Kye Fincher,Hawthorn Hawks,"G-DEF,MID",Kye Fincher,St Kilda,MID,"{""birth_date"":""2007-11-18"",""birth_year"":2007,""draft_pick"":52,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""kye-fincher""}"
644,afl-player-v1-32a991d4c02188914ecf,kyle-langford,Kyle Langford,St Kilda Saints,"G-FWD,K-FWD,MID",Kyle Langford,Essendon,K-FWD,"{""birth_date"":""1996-12-01"",""birth_year"":1996,""draft_pick"":18,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""kyle-langford""}"
595,afl-player-v1-1e375a8a1f94f8a23dfd,kysaiah-pickett,Kysaiah Pickett,Richmond Tigers,"MID,G-FWD",Kysaiah Pickett,Melbourne,G-FWD,"{""birth_date"":""2001-06-02"",""birth_year"":2001,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""kysaiah-pickett""}"
469,afl-player-v1-73f8a199b2442c4ea5e5,lachie-jaques,Lachie Jaques,Melbourne Demons,G-DEF,Lachie Jaques,Western Bulldogs,G-DEF,"{""birth_date"":""2006-06-01"",""birth_year"":2006,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""lachie-jaques""}"
706,afl-player-v1-d16ccdb3fe877363eb06,lachie-neale,Lachie Neale,Sydney Swans,MID,Lachie Neale,Brisbane,MID,"{""birth_date"":""1993-05-24"",""birth_year"":1993,""draft_pick"":73,""draft_type"":""ND"",""draft_year"":2011,""legacy_key"":""lachie-neale""}"
293,afl-player-v1-0b95f7bd2062dce45d7e,lachie-sullivan,Lachie Sullivan,Free agents,G-FWD,Lachie Sullivan,Collingwood,G-FWD,"{""birth_date"":""1997-09-25"",""birth_year"":1997,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2023,""legacy_key"":""lachie-sullivan""}"
521,afl-player-v1-98d4447a6c6e8af946e8,lachie-whitfield,Lachie Whitfield,North Melbourne Kangaroos,G-DEF,Lachie Whitfield,GWS,G-DEF,"{""birth_date"":""1994-07-18"",""birth_year"":1994,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""lachie-whitfield""}"
472,afl-player-v1-ce22c3da857dc9f69e14,lachlan-ash,Lachlan Ash,Melbourne Demons,G-DEF,Lachlan Ash,GWS,G-DEF,"{""birth_date"":""2001-06-21"",""birth_year"":2001,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""lachlan-ash""}"
720,afl-player-v1-cc78415bed17cab3d6d7,lachlan-blakiston,Lachlan Blakiston,West Coast Eagles,"G-DEF,K-DEF,RUCK",Lachlan Blakiston,Essendon,K-DEF,"{""birth_date"":""1998-09-09"",""birth_year"":1998,""draft_pick"":13,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""lachlan-blakiston""}"
158,afl-player-v1-b98529f9eca3cbf471fd,lachlan-bramble,Lachlan Bramble,Collingwood Magpies,"G-DEF,G-FWD",Lachlan Bramble,Western Bulldogs,G-FWD,"{""birth_date"":""1998-08-19"",""birth_year"":1998,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2020,""legacy_key"":""lachlan-bramble""}"
396,afl-player-v1-b2ae5922a33d3679421d,lachlan-carmichael,Lachlan Carmichael,Hawthorn Hawks,"G-DEF,MID",Lachlan Carmichael,Western Bulldogs,G-DEF,"{""birth_date"":""2007-08-27"",""birth_year"":2007,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""lachlan-carmichael""}"
737,afl-player-v1-33ada8ecaa565e9336c2,lachlan-cowan,Lachlan Cowan,Essendon Bombers,G-DEF,Lachlan Cowan,Carlton,G-DEF,"{""birth_date"":""2004-12-01"",""birth_year"":2004,""draft_pick"":30,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""lachlan-cowan""}"
254,afl-player-v1-d36af4e0c575a42a4a34,lachlan-fogarty,Lachlan Fogarty,Free agents,G-FWD,Lachlan Fogarty,Carlton,G-FWD,"{""birth_date"":""1999-04-01"",""birth_year"":1999,""draft_pick"":22,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""lachlan-fogarty""}"
715,afl-player-v1-720fb343b3fe75fb92c5,lachlan-gulbin,Lachlan Gulbin,Sydney Swans,G-FWD,Lachlan Gulbin,Gold Coast,G-FWD,"{""birth_date"":""2006-11-24"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2024,""legacy_key"":""lachlan-gulbin""}"
7,afl-player-v1-5609057abdfa7ac6b0b7,lachlan-jones,Lachlan Jones,Adelaide Crows,G-DEF,Lachlan Jones,Port Adelaide,G-DEF,"{""birth_date"":""2002-04-09"",""birth_year"":2002,""draft_pick"":16,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""lachlan-jones""}"
55,afl-player-v1-df9f00b1d0c9ef2defb9,lachlan-mcandrew,Lachlan McAndrew,Brisbane Lions,RUCK,Lachlan McAndrew,Adelaide,RUCK,"{""birth_date"":""2000-05-26"",""birth_year"":2000,""draft_pick"":12,""draft_type"":""SSP"",""draft_year"":2024,""legacy_key"":""lachlan-mcandrew""}"
280,afl-player-v1-4b9fabee253c2cb820fe,lachlan-mcneil,Lachlan McNeil,Free agents,"G-FWD,MID",Lachlan McNeil,Western Bulldogs,G-FWD,"{""birth_date"":""2001-09-02"",""birth_year"":2001,""draft_pick"":7,""draft_type"":""RD"",""draft_year"":2020,""legacy_key"":""lachlan-mcneil""}"
5,afl-player-v1-a632c601617e8e666e07,lachlan-schultz,Lachlan Schultz,Adelaide Crows,G-FWD,Lachlan Schultz,Fremantle,G-FWD,"{""birth_date"":""1997-11-30"",""birth_year"":1997,""draft_pick"":57,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""lachlan-schultz""}"
289,afl-player-v1-1743f45ca1b92f8fcc22,lachlan-sholl,Lachlan Sholl,Free agents,MID,Lachlan Sholl,Adelaide,MID,"{""birth_date"":""2000-03-07"",""birth_year"":2000,""draft_pick"":64,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""lachlan-sholl""}"
181,afl-player-v1-4cc77402f9bb05a25f98,lachlan-smith,Lachlan Smith,Collingwood Magpies,RUCK,Lachlan Smith,Western Bulldogs,RUCK,"{""birth_date"":""2005-10-05"",""birth_year"":2005,""draft_pick"":47,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""lachlan-smith""}"
89,afl-player-v1-a9361201965061c8f4a0,lachlan-weller,Lachlan Weller,Brisbane Lions,MID,Lachlan Weller,Gold Coast,MID,"{""birth_date"":""1996-02-23"",""birth_year"":1996,""draft_pick"":14,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""lachlan-weller""}"
330,afl-player-v1-c59fa0756ba5dab93e77,lachy-dovaston,Lachy Dovaston,Fremantle Dockers,G-FWD,Lachy Dovaston,North Melbourne,G-FWD,"{""birth_date"":""2007-05-29"",""birth_year"":2007,""draft_pick"":16,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""lachy-dovaston""}"
298,afl-player-v1-d7abc18c5d395b3a2c74,laitham-vandermeer,Laitham Vandermeer,Free agents,G-FWD,Laitham Vandermeer,Western Bulldogs,G-FWD,"{""birth_date"":""1999-02-03"",""birth_year"":1999,""draft_pick"":37,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""laitham-vandermeer""}"
412,afl-player-v1-6634f3a777ee80f1652f,lance-collard,Lance Collard,Hawthorn Hawks,G-FWD,Lance Collard,St Kilda,G-FWD,"{""birth_date"":""2005-03-26"",""birth_year"":2005,""draft_pick"":28,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""lance-collard""}"
172,afl-player-v1-b742ee37ea9fdb64884a,latrelle-pickett,Latrelle Pickett,Collingwood Magpies,G-FWD,Latrelle Pickett,Melbourne,G-FWD,"{""birth_date"":""2005-12-28"",""birth_year"":2005,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""latrelle-pickett""}"
389,afl-player-v1-5550d94242e784ca1c3d,lawson-humphries,Lawson Humphries,Geelong Cats,G-DEF,Lawson Humphries,Geelong,G-DEF,"{""birth_date"":""2003-04-24"",""birth_year"":2003,""draft_pick"":63,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""lawson-humphries""}"
576,afl-player-v1-ae0a6dee92e088eeb71e,leek-aleer,Leek Aleer,Port Adelaide Power,"G-DEF,K-DEF",Leek Aleer,GWS,K-DEF,"{""birth_date"":""2001-08-21"",""birth_year"":2001,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""leek-aleer""}"
632,afl-player-v1-90ebece285dc4910fe5d,lennox-hoffman,Lennox Hoffman,St Kilda Saints,G-DEF,Lennox Hoffman,Geelong,G-DEF,"{""birth_date"":""2006-08-08"",""birth_year"":2006,""draft_pick"":66,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""lennox-hoffman""}"
327,afl-player-v1-a96ccbd720e3cb6dd786,leo-lombard,Leo Lombard,Fremantle Dockers,G-FWD,Leo Lombard,Gold Coast,G-FWD,"{""birth_date"":""2006-10-05"",""birth_year"":2006,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""leo-lombard""}"
269,afl-player-v1-6bdb2a468ec0c05a2248,leon-kickett,Leon Kickett,Free agents,G-FWD,Leon Kickett,Fremantle,G-FWD,"{""birth_date"":""2006-11-07"",""birth_year"":2006,""draft_pick"":4,""draft_type"":""RD"",""draft_year"":2025,""legacy_key"":""leon-kickett""}"
209,afl-player-v1-f3c64c36039d81bd8c9b,levi-ashcroft,Levi Ashcroft,Essendon Bombers,MID,Levi Ashcroft,Brisbane,MID,"{""birth_date"":""2006-12-18"",""birth_year"":2006,""draft_pick"":5,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""levi-ashcroft""}"
764,afl-player-v1-9b35e246d25b14d3c682,lewis-hayes,Lewis Hayes,Western Bulldogs,G-DEF,Lewis Hayes,Essendon,K-DEF,"{""birth_date"":""2004-12-17"",""birth_year"":2004,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""lewis-hayes""}"
71,afl-player-v1-b504db15773d5f3d2b26,lewis-melican,Lewis Melican,Brisbane Lions,"G-DEF,K-DEF",Lewis Melican,Sydney,K-DEF,"{""birth_date"":""1996-11-04"",""birth_year"":1996,""draft_pick"":37,""draft_type"":""RD"",""draft_year"":2014,""legacy_key"":""lewis-melican""}"
130,afl-player-v1-472b105de05f27cd1365,lewis-young,Lewis Young,Carlton Blues,"G-DEF,K-FWD,K-DEF",Lewis Young,Carlton,K-DEF,"{""birth_date"":""1998-12-20"",""birth_year"":1998,""draft_pick"":49,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""lewis-young""}"
127,afl-player-v1-5b86577d1ec0d6159e9c,liam-baker,Liam Baker,Carlton Blues,G-DEF,Liam Baker,West Coast,G-DEF,"{""birth_date"":""1998-01-27"",""birth_year"":1998,""draft_pick"":16,""draft_type"":""RD"",""draft_year"":2017,""legacy_key"":""liam-baker""}"
16,afl-player-v1-7c293250cf8dbc3b45e4,liam-duggan,Liam Duggan,Adelaide Crows,G-DEF,Liam Duggan,West Coast,G-DEF,"{""birth_date"":""1996-12-11"",""birth_year"":1996,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""liam-duggan""}"
107,afl-player-v1-725861673894096d4885,liam-fawcett,Liam Fawcett,Carlton Blues,"G-FWD,K-FWD",Liam Fawcett,Richmond,K-FWD,"{""birth_date"":""2005-04-22"",""birth_year"":2005,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""liam-fawcett""}"
202,afl-player-v1-d3f770bb1b952d27e053,liam-henry,Liam Henry,Essendon Bombers,G-FWD,Liam Henry,St Kilda,G-FWD,"{""birth_date"":""2001-08-28"",""birth_year"":2001,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""liam-henry""}"
627,afl-player-v1-31584a51caeba8f403f7,liam-hetherton,Liam Hetherton,St Kilda Saints,"G-FWD,K-FWD",Liam Hetherton,Sydney,K-FWD,"{""birth_date"":""2007-05-02"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2025,""legacy_key"":""liam-hetherton""}"
279,afl-player-v1-4089c1bea0a3694d9ca3,liam-mcmahon,Liam McMahon,Free agents,"K-FWD,G-FWD",Liam McMahon,Essendon,K-FWD,"{""birth_date"":""2002-05-02"",""birth_year"":2002,""draft_pick"":33,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""liam-mcmahon""}"
743,afl-player-v1-8699d0ef02651920ee05,liam-o-connell,Liam O'Connell,West Coast Eagles,G-DEF,Liam O'Connell,St Kilda,G-DEF,"{""birth_date"":""2003-03-04"",""birth_year"":2003,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2023,""legacy_key"":""liam-o-connell""}"
531,afl-player-v1-6f5aa4b28abbf250bdc8,liam-puncher,Liam Puncher,North Melbourne Kangaroos,K-DEF,Liam Puncher,Collingwood,K-DEF,"{""birth_date"":""2003-08-26"",""birth_year"":2003,""draft_pick"":15,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""liam-puncher""}"
771,afl-player-v1-070a151b7d62bca35dfa,liam-reidy,Liam Reidy,Western Bulldogs,"RUCK,G-FWD,K-FWD",Liam Reidy,Carlton,RUCK,"{""birth_date"":""2000-06-14"",""birth_year"":2000,""draft_pick"":5,""draft_type"":""RD"",""draft_year"":2022,""legacy_key"":""liam-reidy""}"
453,afl-player-v1-1ec0eff1df6b8670aa5a,liam-ryan,Liam Ryan,Melbourne Demons,G-FWD,Liam Ryan,St Kilda,G-FWD,"{""birth_date"":""1996-10-02"",""birth_year"":1996,""draft_pick"":26,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""liam-ryan""}"
